,6a. Construction work has commenced,6b. Construction is completed,6c. Beneficial uses of water has commenced,6d. Project will be completed within the time period specified in the permit,6e. Explanation of work remaining to be done,6f. Estimated date of completion,Beneficial uses of water has commenced,Construction is completed,Construction work has commenced,Estimated date of completion,Explanation of work remaining to be done,Project Status,Project will be completed within the time period specified in the permit,ApplID,Report_ID
3059,Yes,Yes,Yes,No,"Permits 15905, 15906, 16618 and 16619 are all related. All construction presently contemplated under those permits has been completed (Permit 15905 anticipates construction of a reservoir that has not yet been built). The permittees are putting the water to reasonable beneficial use for the permitted purposes. Permittees are in the use ""build-up"" period. Permittees have petitioned for one extension of time on which SWRCB has not yet acted. Permittees will also be filing an additional petition for further extensions.",12/31/2025,,,,,,Not Complete,,A023851,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235394
3060,Yes,Yes,Yes,No,"Permits 15905, 15906, 16618 and 16619 are all related. All construction presently contemplated under those permits has been completed (Permit 15905 anticipates construction of a reservoir that has not yet been built). The permittees are putting the water to reasonable beneficial use for the permitted purposes. Permittees are in the use ""build-up"" period. Permittees have petitioned for one extension of time on which SWRCB has not yet acted. Permittees will also be filing an additional petition for further extensions.",12/31/2025,,,,,,Not Complete,,A023851,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=290749
3061,Yes,Yes,Yes,No,"Permits 15905, 15906, 16618 and 16619 are all related. All construction presently contemplated under those permits has been completed (Permit 15905 anticipates construction of a reservoir that has not yet been built). The permittees are putting the water to reasonable beneficial use for the permitted purposes. Permittees are in the use ""build-up"" period. Permittees have petitioned for one extension of time on which SWRCB has not yet acted. Permittees will also be filing an additional petition for further extensions.",12/31/2025,,,,,,Not Complete,,A023851,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292846
3062,Yes,Yes,Yes,No,"In general, to the extent that Permits 15905, 15906, 16618, and 16619 are related, all work has been completed and water is being put to reasonable beneficial use for the permitted purposes. All construction presently contemplated under those permits has been completed (Permit 15905 anticipates construction of a reservoir that has not yet been built). The permittees are putting the water to reasonable beneficial use for the permitted purposes. Permittees are in the use ""buildup"" period. Permittees have petitioned for one extension of time on which SWRCB has not yet acted. Permittees will also be filing an additional petition for further extensions.",12/31/2025,,,,,,Not Complete,,A023851,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340698
3063,,,,,,,Yes,Yes,Yes,12/31/2020,"In general, to the extent that this Permit is related to Permits 15905, 016618, and 016619, all work has been completed and water is being put to reasonable beneficial use for permitted purposes. We are in the use ""build-up"" period. We have petitioned for one extension of time which has not yet been acted upon by the SWRCB. We will also be filing an additional petition for further extensions.",Not Complete,No,A023851,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50227
3064,Yes,Yes,Yes,No,"In general, to the extent that this Permit is related to Permits 015905, 015906,and 016619, all work has been completed and water is being put to reasonable beneficial use for the permitted purposes. We are in the use ""build-up"" period. We have petitioned for one extension of time on which SWRCB has not yet acted. We will also be filing an additional petition for further extensions.",12/31/2020,,,,,,Not Complete,,A023851,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84644
3065,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112968
3066,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=153050
3067,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=153067
3068,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157448
3069,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208386
3070,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235395
3071,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294108
3072,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339651
3073,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37113
3074,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50110
3075,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84174
3076,,,,,,,,,,,,Complete,,A023883,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85758
3077,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112422
3078,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156180
3079,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207298
3080,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235396
3081,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292847
3082,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340023
3083,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49603
3084,,,,,,,,,,,,Complete,,A023889B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85208
3085,No,No,No,No,Unsure of actual project. Possible 2nd dam as part of the current 10 year master plan.,12/31/2016,,,,,,Not Complete,,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112801
3086,No,No,No,No,Unsure of actual project. Possible 2nd dam as part of the current 10 year master plan.,12/31/2020,,,,,,Not Complete,,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156881
3087,No,No,No,No,Unsure of the actual project. Possible 2nd dam as part of the current 10 year master plan,12/31/2020,,,,,,Not Complete,,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208568
3088,No,No,No,No,Unsure of the actual project. Possible 2nd dam as part of the current 10 year master plan,12/31/2020,,,,,,Not Complete,,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235397
3089,No,No,No,No,unsure of the actual project. possible 2nd dam as part of the current 10 year master plan.,12/31/2020,,,,,,Not Complete,,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293539
3090,No,No,No,No,"Unsure of the actual project, possible 2nd dam as part of the current 10 year master plan.",12/31/2020,,,,,,Not Complete,,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340772
3091,,,,,,,No,No,No,12/31/2015,Unsure of actual project.  Possible 2nd dam as part of the current 10 year master plan.,Not Complete,No,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37137
3092,,,,,,,No,No,No,12/31/2016,Unsure of actual project. Possible 2nd dam as part of the current 10 year master plan,Not Complete,No,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49279
3093,No,No,No,No,Unsure of actual project. Possible 2nd dame as part of the current 10 year master plan.,12/31/2016,,,,,,Not Complete,,A023904,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85590
3094,No,No,No,No,"Build 2nd dam as part of current 10 year master plan - being approved by SMCO, pending",12/31/2016,,,,,,Not Complete,,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112423
3095,No,No,No,No,"Build 2nd dam as part of current ten year master plan - being approved by SMCO, pending",12/31/2020,,,,,,Not Complete,,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157075
3096,No,No,No,No,"Build 2nd dam as part of current ten year master plan - being approved by SMCO, pending",12/31/2020,,,,,,Not Complete,,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208569
3097,No,No,No,No,"Build 2nd dam as part of current ten year master plan - being approved by SMCO, pending",12/31/2020,,,,,,Not Complete,,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235398
3098,No,No,No,No,unsure of the actual project. possible 2nd dam as part of the current 10 year master plan.,12/31/2020,,,,,,Not Complete,,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293734
3099,No,No,No,No,"Unsure of the actual project, possible 2nd dam as part of the current 10 year master plan.",12/31/2020,,,,,,Not Complete,,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340773
3100,,,,,,,No,No,No,12/31/2015,"Build 2nd dam as part of current 10year master plan - being approved by SMCO, Pending",Not Complete,No,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36815
3101,,,,,,,No,No,No,12/31/2016,"Build 2nd dam as part of current 10 year master plan - being approved by SMCO, pending",Not Complete,No,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49943
3102,No,No,No,No,"Build 2nd dam as part of current 10 year master plan - being approved by SMCO, pending",12/31/2016,,,,,,Not Complete,,A023905,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85209
3103,Yes,Yes,Yes,No,Perfect beneficial use of water.,12/31/2035,,,,,,Not Complete,,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112237
3104,Yes,Yes,Yes,No,Perfect beneficial use of water.,12/31/2035,,,,,,Not Complete,,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157259
3105,Yes,Yes,Yes,No,Perfect beneficial use of water.,12/31/2035,,,,,,Not Complete,,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208201
3106,Yes,Yes,Yes,No,Perfect beneficial use of water.,12/31/2035,,,,,,Not Complete,,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235399
3107,Yes,Yes,Yes,No,Perfect beneficial use of water.,12/31/2035,,,,,,Not Complete,,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293919
3108,Yes,Yes,Yes,No,Perfect beneficial use of water.,12/31/2035,,,,,,Not Complete,,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340949
3109,,,,,,,Yes,Yes,Yes,12/31/2030,To put water to full beneficial use.,Not Complete,No,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37339
3110,,,,,,,Yes,Yes,Yes,12/31/2030,Perfect beneficial use of water.,Not Complete,No,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49326
3111,Yes,Yes,Yes,No,Perfect beneficial use of water.,12/31/2035,,,,,,Not Complete,,A023925,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85021
3112,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112238
3113,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156349
3114,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208022
3115,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235400
3116,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293013
3117,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340399
3118,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37304
3119,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50139
3120,,,,,,,,,,,,Complete,,A023945,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85022
3121,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111860
3122,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157449
3123,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208202
3124,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235401
3125,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294109
3126,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340774
3127,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37303
3128,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50322
3129,,,,,,,,,,,,Complete,,A023946,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84645
3130,,,,,,,,,,,,Not Complete,,A023960,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37302
3131,,,,,,,Yes,No,Yes,12/31/2015,Project needs to be constructed following certification of the Cachuma Project Final EIR.  Refer to the attached letters regarding the Petition for Extension of Time and Petition for Change - Permit 17447 (Application 23960) of Santa Ynez River Water Conservation District.,Not Complete,No,A023960,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49717
3132,Yes,No,Yes,No,Project needs to be constructed following certification of the Cachuma Project Final EIR. Refer to the attached letters regarding the Petition for Extension of Time and Petition for Change - Permit 17447 (Application 23960) of Santa Ynez River Water Conservation District.,12/31/2015,,,,,,Not Complete,,A023960,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85759
3133,,,,,,,,,,,,Complete,,A023976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112802
3134,,,,,,,,,,,,Revocation Requested,,A023976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156709
3135,No,No,No,No,"We do not wish to relinquish this permit at this time, and hope to raise the funds to recommence the work.",12/31/2020,,,,,,Not Complete,,A023976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208387
3136,No,No,No,No,"We do not wish to relinquish this permit at this time, and hope to raise the funds to recommence the work.",12/31/2020,,,,,,Not Complete,,A023976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235402
3137,No,No,No,No,"We do not wish to relinquish this permit at this time, and hope to raise the funds to recommence the work.",12/31/2020,,,,,,Not Complete,,A023976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293369
3138,,,,,,,,,,,,Complete,,A023976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49671
3139,Yes,No,Yes,No,Ownership has changed; working with former owner (now tenant) to resolve status of project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109878
3140,Yes,No,Yes,Yes,Need to resolve project status with former owner (now tenant) to complete project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113150
3141,Yes,No,Yes,Yes,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156181
3142,Yes,No,Yes,Yes,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208023
3143,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235403
3144,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292848
3145,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=341061
3146,,,,,,,Yes,No,Yes,12/31/2021,Legal ownership has changed. Working with former owner (now tenant) to resolve status of project,Not Complete,No,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37092
3147,,,,,,,Yes,No,Yes,12/31/2021,Ownership has changed. working with former owner (now tenant) to resolve status of project.,Not Complete,No,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50605
3148,Yes,No,Yes,No,Ownership has changed; working with former owner (now tenant) to resolve status of project.,12/31/2021,,,,,,Not Complete,,A024121,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85943
3149,Yes,No,Yes,No,Ownership has changed; new owners currently in process of verifying work completed to date.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109879
3150,Yes,No,Yes,No,Working with former owner/now tenant to resolve anticipated water rights projects versus on the ground water uses.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112424
3151,Yes,No,Yes,Yes,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156350
3152,Yes,No,Yes,Yes,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208203
3153,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235404
3154,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293014
3155,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340204
3156,,,,,,,Yes,No,Yes,12/31/2021,Ownership has changed; new owners currently in process of verifying work completed to date.,Not Complete,No,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37094
3157,,,,,,,Yes,No,Yes,12/31/2021,Ownership has changed; new owners currently in process of verifying work completed to date.,Not Complete,No,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50088
3158,Yes,No,Yes,No,Ownership has changed; new owners currently in process of verifying work completed to date.,12/31/2021,,,,,,Not Complete,,A024122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85210
3159,Yes,No,Yes,No,Working with former owner (now tenant) to resolve permitted water uses from with actual on the ground use.,12/31/2021,,,,,,Not Complete,,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112803
3160,Yes,No,Yes,Yes,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157076
3161,Yes,No,Yes,Yes,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208024
3162,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235405
3163,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293735
3164,Yes,No,Yes,No,Permittee is currently evaluating necessity for additional time beyond permit period to fully develop project.,12/31/2021,,,,,,Not Complete,,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340397
3165,,,,,,,Yes,No,Yes,12/31/2025,"Legal ownership has changed, working with former owner (now tenant) to resolve project status.",Not Complete,No,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37093
3166,,,,,,,Yes,No,Yes,12/31/2025,"Legal ownership has changed, working with former owner (now tenant) to resolve project status.",Not Complete,No,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50450
3167,Yes,No,Yes,No,Legal ownership has changed; working with former owner (now tenant) to resolve project status.,12/31/2021,,,,,,Not Complete,,A024123,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85592
3168,Yes,No,Yes,No,Develop additional vineyard. Put water to full beneficial use.,12/31/2014,,,,,,Not Complete,,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112607
3169,Yes,No,Yes,No,Develop additional vineyard. Put water to full beneficial use.,12/31/2023,,,,,,Not Complete,,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157450
3170,Yes,No,Yes,No,Develop additional vineyard. Put water to full beneficial use.,12/31/2023,,,,,,Not Complete,,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=182907
3171,Yes,No,Yes,No,Develop additional vineyard. Put water to full beneficial use.,12/31/2023,,,,,,Not Complete,,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235406
3172,Yes,No,Yes,No,Develop additional vineyard. Put water to full beneficial use.,12/31/2023,,,,,,Not Complete,,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=294110
3173,Yes,No,Yes,No,Develop additional vineyard. Put water to full beneficial use.,12/31/2023,,,,,,Not Complete,,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340963
3174,,,,,,,Yes,No,Yes,12/31/2014,Develop additional vineyard; put water to full beneficial use.,Not Complete,No,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37832
3175,,,,,,,Yes,No,Yes,12/31/2014,Develop additional vineyard.  Put water to full beneficial use.,Not Complete,No,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49565
3176,Yes,No,Yes,No,Develop additional vineyard.  Put water to full beneficial use.,12/31/2014,,,,,,Not Complete,,A024140,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85398
3177,Yes,No,Yes,No,To develop remaining place of use and put water to beneficial use. A Petition for Extension of Time was filed in 2000.,12/31/2017,,,,,,Not Complete,,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111861
3178,Yes,No,Yes,No,To develop remaining place of use and put water to beneficial use. A Petition for Extension of Time was filed in 2000.,12/31/2017,,,,,,Not Complete,,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157260
3179,Yes,No,Yes,No,To develop remaining place of use and put water to beneficial use. A Petition for Extension of Time was filed in 2000.,12/31/2017,,,,,,Not Complete,,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207668
3180,Yes,No,Yes,No,To develop remaining place of use and put water to beneficial use. A Petition for Extension of Time was filed in 2000.,12/31/2017,,,,,,Not Complete,,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235407
3181,Yes,No,Yes,No,To develop remaining place of use and put water to beneficial use. A Petition for Extension of Time was filed in 2000.,12/31/2017,,,,,,Not Complete,,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293920
3182,Yes,No,Yes,No,To develop remaining place of use and put water to beneficial use. A Petition for Extension of Time was filed in 2000.,12/31/2018,,,,,,Not Complete,,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340964
3183,,,,,,,Yes,No,Yes,12/31/2017,To develop remaining place of use and put water to beneficial use.  A Petition for Extension of Time was filed in 2000.,Not Complete,No,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37795
3184,,,,,,,Yes,No,Yes,12/31/2017,To develop remaining place of use and put water to beneficial use. A Petition for Extension of Time was filed in 2000.,Not Complete,No,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50089
3185,Yes,No,Yes,No,To develop remaining place of use and put water to beneficial use.  A Petition for Extension of Time was filed in 2000.,12/31/2017,,,,,,Not Complete,,A024141,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84646
3186,,,,,,,,,,,,Complete,,A024172,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111862
