,ApplID,Report_ID,answer,question
1304,G561845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169430,"219.3710
Acre-Feet",Amount Extracted
1305,G561845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125471,"200.9110
Acre-Feet",Amount Extracted
1306,G561845,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109455,"170.7340
Acre-Feet",Amount Extracted
1307,G193562,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306038,"1.70
Acre-Feet",Amount Extracted
1308,G193562,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248613,"21.56
Acre-Feet",Amount Extracted
1309,G193562,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=232911,"449.53
Acre-Feet",Amount Extracted
1310,G193562,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220457,"449.53
Acre-Feet",Amount Extracted
1311,G193562,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169422,"47.17
Acre-Feet",Amount Extracted
1312,G193562,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125461,"172.95
Acre-Feet",Amount Extracted
1313,G193562,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109443,"0.90
Acre-Feet",Amount Extracted
1314,G333077,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248635,"891.60
Acre-Feet",Amount Extracted
1315,G333077,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219597,"821.90
Acre-Feet",Amount Extracted
1316,G333077,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169767,"1131.80
Acre-Feet",Amount Extracted
1317,G333077,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124220,"886.30
Acre-Feet",Amount Extracted
1318,G333077,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108134,"1124.90
Acre-Feet",Amount Extracted
1319,G333077,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83195,"1124.90
Acre-Feet",Amount Extracted
1320,G193565,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305866,"983.83
Acre-Feet",Amount Extracted
1321,G193565,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248616,"831.29
Acre-Feet",Amount Extracted
1322,G193565,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219582,"906.99
Acre-Feet",Amount Extracted
1323,G193565,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169248,"818.07
Acre-Feet",Amount Extracted
1324,G193565,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125270,"902.66
Acre-Feet",Amount Extracted
1325,G193565,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109247,"294.40
Acre-Feet",Amount Extracted
1326,G333074,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248633,"807.10
Acre-Feet",Amount Extracted
1327,G333074,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220466,"989.90
Acre-Feet",Amount Extracted
1328,G333074,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169608,"725.60
Acre-Feet",Amount Extracted
1329,G333074,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124378,"839
Acre-Feet",Amount Extracted
1330,G333074,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108301,"430.10
Acre-Feet",Amount Extracted
1331,G333074,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=83083,"430.10
Acre-Feet",Amount Extracted
1332,G333075,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248634,"17.30
Acre-Feet",Amount Extracted
1333,G333075,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220460,"299.10
Acre-Feet",Amount Extracted
1334,G333075,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168869,"166.70
Acre-Feet",Amount Extracted
1335,G333075,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124768,"266
Acre-Feet",Amount Extracted
1336,G333075,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108710,"383.40
Acre-Feet",Amount Extracted
1337,G333075,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=82901,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
1338,G193564,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305100,"0.82
Acre-Feet",Amount Extracted
1339,G193564,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248615,"4.12
Acre-Feet",Amount Extracted
1340,G193564,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220106,"175.05
Acre-Feet",Amount Extracted
1341,G193564,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168491,"20.03
Acre-Feet",Amount Extracted
1342,G193564,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125278,"1.65
Acre-Feet",Amount Extracted
1343,G193564,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109255,"0.10
Acre-Feet",Amount Extracted
1344,G193563,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305099,"2.94
Acre-Feet",Amount Extracted
1345,G193563,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248614,"149.54
Acre-Feet",Amount Extracted
1346,G193563,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220293,"918.44
Acre-Feet",Amount Extracted
1347,G193563,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168490,"589.27
Acre-Feet",Amount Extracted
1348,G193563,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124574,"415.09
Acre-Feet",Amount Extracted
1349,G193563,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108512,"1
Acre-Feet",Amount Extracted
1350,G193561,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305101,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
1351,G193561,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248588,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
1352,G193561,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220465,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
1353,G193561,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168492,Not applicable; Groundwater Extraction was not chosen as a type of diversion.,Amount Extracted
1354,G193561,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124217,"304
Acre-Feet",Amount Extracted
1355,G193561,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108131,"304
Acre-Feet",Amount Extracted
1356,G193467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337825,"950
Acre-Feet",Amount Extracted
1357,G193467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306092,"950
Acre-Feet",Amount Extracted
1358,G193467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247721,"950
Acre-Feet",Amount Extracted
1359,G193467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220712,"950
Acre-Feet",Amount Extracted
1360,G193467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169471,"950
Acre-Feet",Amount Extracted
1361,G193467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124619,"950
Acre-Feet",Amount Extracted
1362,G193467,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108555,"950
Acre-Feet",Amount Extracted
1363,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337832,"625
Acre-Feet",Amount Extracted
1364,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337831,"625
Acre-Feet",Amount Extracted
1365,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305728,"625
Acre-Feet",Amount Extracted
1366,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247727,"625
Acre-Feet",Amount Extracted
1367,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219805,"625
Acre-Feet",Amount Extracted
1368,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169105,"625
Acre-Feet",Amount Extracted
1369,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125148,"625
Acre-Feet",Amount Extracted
1370,G193473,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109112,"625
Acre-Feet",Amount Extracted
1371,G193474,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337833,"625
Acre-Feet",Amount Extracted
1372,G193474,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=304985,"625
Acre-Feet",Amount Extracted
1373,G193474,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247728,"625
Acre-Feet",Amount Extracted
1374,G193474,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220151,"625
Acre-Feet",Amount Extracted
1375,G193474,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168372,"625
Acre-Feet",Amount Extracted
1376,G193474,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124247,"625
Acre-Feet",Amount Extracted
1377,G193474,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108162,"625
Acre-Feet",Amount Extracted
1378,G193476,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337835,"625
Acre-Feet",Amount Extracted
1379,G193476,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305548,"625
Acre-Feet",Amount Extracted
1380,G193476,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247730,"625
Acre-Feet",Amount Extracted
1381,G193476,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219459,"625
Acre-Feet",Amount Extracted
1382,G193476,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168926,"625
Acre-Feet",Amount Extracted
1383,G193476,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124248,"625
Acre-Feet",Amount Extracted
1384,G193476,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108163,"625
Acre-Feet",Amount Extracted
1385,G333046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352466,"553.60
Acre-Feet",Amount Extracted
1386,G333046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306223,"571.90
Acre-Feet",Amount Extracted
1387,G333046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248594,"384.60
Acre-Feet",Amount Extracted
1388,G333046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220654,"567.50
Acre-Feet",Amount Extracted
1389,G333046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169603,"112.40
Acre-Feet",Amount Extracted
1390,G333046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124769,"296.10
Acre-Feet",Amount Extracted
1391,G333046,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108711,"373.40
Acre-Feet",Amount Extracted
1392,G333047,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=353247,"614
Acre-Feet",Amount Extracted
1393,G333047,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305675,"419.70
Acre-Feet",Amount Extracted
1394,G333047,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248595,"96.20
Acre-Feet",Amount Extracted
1395,G333047,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219761,"153.70
Acre-Feet",Amount Extracted
1396,G333047,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169054,"242
Acre-Feet",Amount Extracted
1397,G333047,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125093,"199
Acre-Feet",Amount Extracted
1398,G333047,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109060,"247
Acre-Feet",Amount Extracted
1399,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337827,"1325
Acre-Feet",Amount Extracted
1400,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337822,"1325
Acre-Feet",Amount Extracted
1401,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306093,"1325
Acre-Feet",Amount Extracted
1402,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=288623,"1325
Acre-Feet",Amount Extracted
1403,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247723,"1325
Acre-Feet",Amount Extracted
1404,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219456,"1325
Acre-Feet",Amount Extracted
1405,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169472,"1325
Acre-Feet",Amount Extracted
1406,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125147,"1325
Acre-Feet",Amount Extracted
1407,G193469,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109111,"1325
Acre-Feet",Amount Extracted
1408,G193475,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337834,"525
Acre-Feet",Amount Extracted
1409,G193475,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306272,"525
Acre-Feet",Amount Extracted
1410,G193475,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247729,"525
Acre-Feet",Amount Extracted
1411,G193475,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219458,"525
Acre-Feet",Amount Extracted
1412,G193475,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169646,"525
Acre-Feet",Amount Extracted
1413,G193475,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125322,"525
Acre-Feet",Amount Extracted
1414,G193475,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109294,"525
Acre-Feet",Amount Extracted
1415,G333045,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352666,"684.50
Acre-Feet",Amount Extracted
1416,G333045,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306037,"817.90
Acre-Feet",Amount Extracted
1417,G333045,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248593,"731.40
Acre-Feet",Amount Extracted
1418,G333045,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220456,"877.40
Acre-Feet",Amount Extracted
1419,G333045,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169421,"1130.40
Acre-Feet",Amount Extracted
1420,G333045,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124925,"964.80
Acre-Feet",Amount Extracted
1421,G333045,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108882,"789.30
Acre-Feet",Amount Extracted
1422,G193468,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337826,"1382.50
Acre-Feet",Amount Extracted
1423,G193468,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305727,"1382.50
Acre-Feet",Amount Extracted
1424,G193468,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247722,"1382.50
Acre-Feet",Amount Extracted
1425,G193468,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220330,"1382.50
Acre-Feet",Amount Extracted
1426,G193468,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169104,"1382.50
Acre-Feet",Amount Extracted
1427,G193468,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124420,"1382.50
Acre-Feet",Amount Extracted
1428,G193468,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108341,"950
Acre-Feet",Amount Extracted
1429,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337837,"400
Acre-Feet",Amount Extracted
1430,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337828,"400
Acre-Feet",Amount Extracted
1431,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=304984,"400
Acre-Feet",Amount Extracted
1432,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=288870,"400
Acre-Feet",Amount Extracted
1433,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247724,"400
Acre-Feet",Amount Extracted
1434,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219649,"400
Acre-Feet",Amount Extracted
1435,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168371,"400
Acre-Feet",Amount Extracted
1436,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125320,"400
Acre-Feet",Amount Extracted
1437,G193470,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109292,"400
Acre-Feet",Amount Extracted
1438,G193477,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305549,"115
Acre-Feet",Amount Extracted
1439,G193477,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247731,"350
Acre-Feet",Amount Extracted
1440,G193477,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168927,"161
Acre-Feet",Amount Extracted
1441,G193477,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124421,"300
Acre-Feet",Amount Extracted
1442,G193477,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108342,"300
Acre-Feet",Amount Extracted
1443,G193472,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337830,"850
Acre-Feet",Amount Extracted
1444,G193472,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305920,"850
Acre-Feet",Amount Extracted
1445,G193472,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247726,"850
Acre-Feet",Amount Extracted
1446,G193472,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219457,"850
Acre-Feet",Amount Extracted
1447,G193472,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169300,"850
Acre-Feet",Amount Extracted
1448,G193472,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125321,"850
Acre-Feet",Amount Extracted
1449,G193472,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109293,"850
Acre-Feet",Amount Extracted
1450,G193471,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337829,"900
Acre-Feet",Amount Extracted
1451,G193471,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305350,"900
Acre-Feet",Amount Extracted
1452,G193471,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247725,"900
Acre-Feet",Amount Extracted
1453,G193471,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219804,"900
Acre-Feet",Amount Extracted
1454,G193471,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168722,"900
Acre-Feet",Amount Extracted
1455,G193471,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124963,"900
Acre-Feet",Amount Extracted
1456,G193471,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108922,"900
Acre-Feet",Amount Extracted
1457,G333042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=351920,"273
Acre-Feet",Amount Extracted
1458,G333042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306036,"263
Acre-Feet",Amount Extracted
1459,G333042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248591,"407
Acre-Feet",Amount Extracted
1460,G333042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220098,"367
Acre-Feet",Amount Extracted
1461,G333042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169420,"183
Acre-Feet",Amount Extracted
1462,G333042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124924,"61
Acre-Feet",Amount Extracted
1463,G333042,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108881,"326
Acre-Feet",Amount Extracted
1464,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=337824,"350
Acre-Feet",Amount Extracted
1465,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305726,"350
Acre-Feet",Amount Extracted
1466,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=288624,"350
Acre-Feet",Amount Extracted
1467,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247720,"1046.70
Acre-Feet",Amount Extracted
1468,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219803,"350
Acre-Feet",Amount Extracted
1469,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169103,"350
Acre-Feet",Amount Extracted
1470,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124962,"350
Acre-Feet",Amount Extracted
1471,G193466,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108921,"350
Acre-Feet",Amount Extracted
1472,G333043,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=353231,"185
Acre-Feet",Amount Extracted
1473,G333043,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305287,"223
Acre-Feet",Amount Extracted
1474,G333043,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248592,"354
Acre-Feet",Amount Extracted
1475,G333043,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220105,"237
Acre-Feet",Amount Extracted
1476,G333043,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168668,"117
Acre-Feet",Amount Extracted
1477,G333043,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124216,"62
Acre-Feet",Amount Extracted
1478,G333043,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108130,"514.10
Acre-Feet",Amount Extracted
1479,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352126,"530
Acre-Feet",Amount Extracted
1480,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334055,"567.79
Acre-Feet",Amount Extracted
1481,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305862,"821.74
Acre-Feet",Amount Extracted
1482,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=248589,"514.10
Acre-Feet",Amount Extracted
1483,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220651,"425
Acre-Feet",Amount Extracted
1484,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169244,"433
Acre-Feet",Amount Extracted
1485,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124764,"454
Acre-Feet",Amount Extracted
1486,G333040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108706,"444
Acre-Feet",Amount Extracted
