,Domestic,Irrigation,Municipal,No types selected.,Other,ApplID,Report_ID
2466,,"36
                Acres
                Vegetables",,,,G193425,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124810
2467,,"36
                Acres
                Vegetables",,,,G193425,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168715
2468,,"36
                Acres
                Vegetables",,,,G193425,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219798
2469,,"36
                Acres
                Vegetables",,,,G193425,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247681
2470,,"36
                
                Vegetables",,,,G193425,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305343
2471,,"155
                Acres
                Vegetables",,,,G193426,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108546
2472,,"155
                Acres
                Vegetables",,,,G193426,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124610
2473,,"155
                Acres
                Vegetables",,,,G193426,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169100
2474,,"155
                Acres
                Vegetables",,,,G193426,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219450
2475,,"155
                Acres
                Vegetables",,,,G193426,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247682
2476,,"155
                
                Vegetables",,,,G193426,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305723
2477,,"19
                Acres
                Vegetables",,,,G193427,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=107979
2478,,"19
                Acres
                Vegetables",,,,G193427,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124071
2479,,"19
                Acres
                Vegetables",,,,G193427,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169462
2480,,,,No types selected.,,G193427,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220508
2481,,"19
                Acres
                Vegetables",,,,G193427,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247683
2482,,"19
                
                Vegetables",,,,G193427,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306083
2483,,"693
                Acres
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108753
2484,,"693
                Acres
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124811
2485,,"693
                Acres
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169463
2486,,"693
                Acres
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219642
2487,,"687
                Acres
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233325
2488,,"687
                Acres
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233330
2489,,"693
                Acres
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247684
2490,,"693
                
                Vegetables",,,,G193428,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306084
2491,,"693
                Acres
                Vegetables",,,,G193429,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108159
2492,,"693
                Acres
                Vegetables",,,,G193429,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124244
2493,,"693
                Acres
                Vegetables",,,,G193429,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169101
2494,,,,No types selected.,,G193429,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219451
2495,,,,No types selected.,,G193429,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233327
2496,,"693
                Acres
                Vegetables",,,,G193429,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247685
2497,,"693
                
                Vegetables",,,,G193429,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305724
2498,,"693
                Acres
                Vegetables",,,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108547
2499,,"693
                Acres
                Vegetables",,,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124611
2500,,"693
                Acres
                Vegetables",,,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168364
2501,,"693
                Acres
                Vegetables",,,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219643
2502,,"687
                Acres
                Vegetables",,,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233328
2503,,"687
                Acres
                Vegetables",,,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233329
2504,,,,No types selected.,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247686
2505,,,,No types selected.,,G193430,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=304977
2506,,"693
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109105
2507,,"693
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125141
2508,,"693
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169102
2509,,"693
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220705
2510,,"687
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233331
2511,,"687
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233332
2512,,"687
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233336
2513,,"693
                Acres
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247687
2514,,"693
                
                Vegetables",,,,G193431,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305725
2515,,"614
                Acres
                Vegetables",,,,G193432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108754
2516,,"614
                Acres
                Vegetables",,,,G193432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124812
2517,,"614
                Acres
                Vegetables",,,,G193432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169464
2518,,"614
                Acres
                Vegetables",,,,G193432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220325
2519,,"318
                Acres
                Vegetables",,,,G193432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233333
2520,,"614
                Acres
                Vegetables",,,,G193432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247688
2521,,"614
                
                Vegetables",,,,G193432,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306085
2522,,"614
                Acres
                Vegetables",,,,G193433,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=107980
2523,,"614
                Acres
                Vegetables",,,,G193433,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124072
2524,,"614
                Acres
                Vegetables",,,,G193433,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168528
2525,,"614
                Acres
                Vegetables",,,,G193433,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219452
2526,,"318
                Acres
                Vegetables",,,,G193433,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233340
2527,,"614
                Acres
                Vegetables",,,,G193433,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247689
2528,,"614
                
                Vegetables",,,,G193433,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305147
2529,,,,No types selected.,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109106
2530,,"614
                Acres
                Vegetables",,,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125142
2531,,"614
                Acres
                Vegetables",,,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169465
2532,,"614
                Acres
                Vegetables",,,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219644
2533,,"318
                Acres
                Vegetables",,,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233334
2534,,"318
                Acres
                Vegetables",,,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233344
2535,,"614
                Acres
                Vegetables",,,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247690
2536,,"614
                
                Vegetables",,,,G193434,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306086
2537,,"800
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108755
2538,,"800
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124813
2539,,"400
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=150324
2540,,"800
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=150593
2541,,"650
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168365
2542,,"650
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181049
2543,,"650
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220706
2544,,"625
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233573
2545,,"625
                Acres
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247691
2546,,"625
                
                Alfalfa",,,,G193437,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=304978
2547,,,115000,,,G193438,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109286
2548,,,116361,,,G193438,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125314
2549,,,117251,,,G193438,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168922
2550,,,118224,,,G193438,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220326
2551,,,118224,,,G193438,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247692
2552,,,97300,,,G193438,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305544
2553,4 ranch res,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108548
2554,4 ranch res,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109596
2555,4 ranches,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124612
2556,4 ranch res,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149202
2557,4 ranches,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149206
2558,4 ranches,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=149207
2559,10,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168366
2560,10,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219453
2561,10,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=231874
2562,4 ranch residents,,,,,G193439,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247693
2563,,,,No types selected.,,G193440,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109107
2564,,,65000,,,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108549
2565,,,67000,,,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124613
2566,,,67000,,,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169644
2567,,,75384,,,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219454
2568,,,75384,,,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233101
2569,,,75384,,,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247695
2570,,,,,supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306270
2571,,,,,supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352689
2572,,,,,supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382472
2573,,,,,supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382473
2574,,,,,supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382554
2575,,,,,supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382571
2576,,,,,supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382575
2577,,,,,Supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382576
2578,,,,,Supplement for recycled water system,G193441,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382578
2579,,,65000,,,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109287
2580,,,67000,,,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125315
2581,,,,,Supplement to recycled water system.,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168716
2582,,,67000,,,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=179543
2583,,,75384,,,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219645
2584,,,75384,,,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247696
2585,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305344
2586,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352867
2587,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382557
2588,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382558
2589,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382559
2590,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382560
2591,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382561
2592,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382562
2593,,,,,supplement for recycled water system,G193442,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382570
2594,1,"3.50
                Acres
                Sod (lawn grass)",,,,G193443,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108917
2595,2,"3.50
                Acres
                Sod (lawn grass)",,,,G193443,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124958
2596,landscaping and domestic,,,,,G193443,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168717
2597,2 PEOPLE,,,,,G193443,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219646
2598,,"10
                Acres
                Alfalfa",,,,G193444,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108918
2599,,"10
                Acres
                Alfalfa",,,,G193444,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124959
2600,,"10
                Acres
                Alfalfa",,,,G193444,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168718
2601,,"10
                Acres
                Alfalfa",,,,G193444,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181493
2602,,"10
                Acres
                Alfalfa",,,,G193444,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219647
2603,,,,No types selected.,,G193444,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247698
2604,,"10
                Acres
                Alfalfa",,,,G193445,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108919
2605,,"10
                Acres
                Alfalfa",,,,G193445,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124960
2606,,"10
                Acres
                Alfalfa",,,,G193445,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169295
2607,,"10
                Acres
                Alfalfa",,,,G193445,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220148
2608,,"0
                Acres
                Alfalfa",,,,G193445,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247699
2609,,"10
                Acres
                Alfalfa",,,,G193446,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108920
2610,10,,,,,G193446,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124961
2611,,,,,Commercial Store,G193446,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169467
2612,,,,,Commercial Store,G193446,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181495
2613,,,100,,,G193446,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219455
2614,,,,,Commercial bldg,G193446,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247700
2615,,"7
                Acres
                Alfalfa",,,,G193447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108550
2616,,"4
                Acres
                Alfalfa",,,,G193447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124614
2617,,"4
                Acres
                Alfalfa",,,,G193447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168719
2618,,"7
                Acres
                Alfalfa",,,,G193447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220707
2619,,"0
                Acres
                Alfalfa",,,,G193447,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247701
2620,,,45000,,,G193448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108337
2621,,,45000,,,G193448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124416
2622,,,45000,,,G193448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169296
2623,,,43628,,,G193448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220149
2624,,,43628,,,G193448,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247702
2625,,,45000,,,G193449,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109288
2626,,,45000,,,G193449,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168923
2627,,,43628,,,G193449,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220327
2628,,,43628,,,G193449,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247703
2629,,,45000,,,G193450,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108338
2630,,,45000,,,G193450,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169468
2631,,,43628,,,G193450,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219800
2632,,,43628,,,G193450,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247704
2633,,,45000,,,G193451,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108756
2634,,,45000,,,G193451,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169297
2635,,,43628,,,G193451,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219801
2636,,,43628,,,G193451,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247705
2637,,"503
                Acres
                Vegetables",,,,G193452,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108551
2638,,"536.95
                Acres
                Vegetables",,,,G193452,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124615
2639,,"536.95
                Acres
                Vegetables",,,,G193452,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168720
2640,,"540.22
                Acres
                Vegetables",,,,G193452,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220708
2641,,"540.22
                Acres
                Vegetables",,,,G193452,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247706
2642,,"540.22
                
                Vegetables",,,,G193452,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305348
2643,,"540.22
                
                Vegetables",,,,G193452,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=353030
2644,,"258.90
                Acres
                Sod (lawn grass)",,,,G193453,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=108339
2645,,"230
                Acres
                Sod (lawn grass)",,,,G193453,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=124418
2646,,"230
                Acres
                Sod (lawn grass)",,,,G193453,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169645
2647,,"276
                Acres
                Sod (lawn grass)",,,,G193453,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=220150
2648,,"276
                Acres
                Sod (lawn grass)",,,,G193453,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247707
2649,,"276
                
                Sod (lawn grass)",,,,G193453,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=306271
2650,,"276
                
                Sod (lawn grass)",,,,G193453,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352105
2651,,"160
                Acres
                Alfalfa",,,,G193454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109289
2652,,"145
                Acres
                Alfalfa",,,,G193454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125317
2653,,"180
                Acres
                Alfalfa",,,,G193454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=169298
2654,,"120
                Acres
                Alfalfa",,,,G193454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=219969
2655,,"135
                Acres
                Mixed Crop Types",,,,G193454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=247708
2656,,"145
                
                Alfalfa",,,,G193454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=305918
2657,,"140
                
                Alfalfa",,,,G193454,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=352294
2658,,,,,Supplement Recycled System,G193455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=109290
2659,,,,,Supplement Recycled System,G193455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=125318
2660,,,,,Supplement Recycled System,G193455,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=168367
