,Crop,Multiple Crops,Area Irrigated (Acres),Primary Irrigation Method,ApplID,Report_ID
447,Cannabis,Yes,0.33000459,Surface (example: flood),S025310,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=368887
448,Cannabis,Yes,0.33000459,Surface (example: flood),S025310,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=321058
449,Almonds and Other Nuts,No,0.0050,"Low-volume (example: micro-sprinkler, drip)",S025342,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366682
450,Tree Fruit (other),No,0.0050,"Low-volume (example: micro-sprinkler, drip)",S025342,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366682
451,Pasture,No,75,,S025306,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359909
452,Pasture,No,27,Surface (example: flood),S025307,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357608
453,Grapes,Yes,2,,A029462,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=347530
454,Grapes,Yes,2,,A029462,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=296957
455,Grapes,No,68,,S025305,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364441
456,Grapes,Yes,0.10,,S025292,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359786
457,Landscape,Yes,4,,S025292,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359786
458,Tomatoes,No,0.10,,S025292,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359786
459,Tree Fruit (other),Yes,1,,S025292,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359786
460,Vegetables,No,0.25,,S025292,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359786
461,Cannabis,No,1,"Low-volume (example: micro-sprinkler, drip)",S025262,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355228
462,Pasture,No,6.50,Surface (example: flood),S025245,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355208
463,Cannabis,No,0.44,,S025249,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382503
464,Cannabis,No,0.44,,S025249,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366644
465,Fruit,Yes,0.10,"Low-volume (example: micro-sprinkler, drip)",S025243,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359951
466,Landscape,No,1,"Low-volume (example: micro-sprinkler, drip)",S025243,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359951
467,Tree Fruit (other),No,0.75,"Low-volume (example: micro-sprinkler, drip)",S025243,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359951
468,Vegetables,No,0.25,"Low-volume (example: micro-sprinkler, drip)",S025243,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359951
469,Vegetables,No,0,"Low-volume (example: micro-sprinkler, drip)",S025236,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355324
470,Grapes,No,2,"Low-volume (example: micro-sprinkler, drip)",S025227,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357521
471,Grapes,No,2,"Low-volume (example: micro-sprinkler, drip)",S025227,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314505
472,Grapes,No,2,"Low-volume (example: micro-sprinkler, drip)",S025227,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=265015
473,Grapes,No,2,"Low-volume (example: micro-sprinkler, drip)",S025227,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=277560
474,Grapes,No,2,"Low-volume (example: micro-sprinkler, drip)",S025227,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=287295
475,Tree Fruit (other),Yes,2,,S025211,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366711
476,Cannabis,No,0.06611570,"Low-volume (example: micro-sprinkler, drip)",S025200,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355169
477,Cannabis,No,0.06611570,"Low-volume (example: micro-sprinkler, drip)",S025203,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355233
478,Cannabis,No,0.08080808,"Low-volume (example: micro-sprinkler, drip)",S025202,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364386
479,Cannabis,No,0.0008,,S025205,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382358
480,Tree Fruit (other),No,0.0250,,S025205,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382358
481,Vegetables,No,0.0250,,S025205,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382358
482,Cannabis,No,0.0008,,S025205,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382343
483,Tree Fruit (other),No,0.0250,,S025205,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382343
484,Vegetables,No,0.0250,,S025205,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382343
485,Cannabis,No,0.03673095,"Low-volume (example: micro-sprinkler, drip)",S025201,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357518
486,Cannabis,No,0.46,"Low-volume (example: micro-sprinkler, drip)",S025148,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382422
487,Cannabis,No,0.46,"Low-volume (example: micro-sprinkler, drip)",S025148,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371237
488,Cannabis,No,0.46,"Low-volume (example: micro-sprinkler, drip)",S025148,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382421
489,Cannabis,No,0.46,"Low-volume (example: micro-sprinkler, drip)",S025148,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382420
490,Cannabis,No,0.14,"Low-volume (example: micro-sprinkler, drip)",S025148,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=318754
491,Cannabis,No,0.46,"Low-volume (example: micro-sprinkler, drip)",S025149,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362244
492,Cannabis,No,0.46,"Low-volume (example: micro-sprinkler, drip)",S025149,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314486
493,Cannabis,No,0.22956840,"Low-volume (example: micro-sprinkler, drip)",S025125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380420
494,Cannabis,No,0.22956840,"Low-volume (example: micro-sprinkler, drip)",S025125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380419
495,Cannabis,No,0.22956840,"Low-volume (example: micro-sprinkler, drip)",S025125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357532
496,Cannabis,No,0.22956840,"Low-volume (example: micro-sprinkler, drip)",S025125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=322962
497,Cannabis,No,0.03443526,"Low-volume (example: micro-sprinkler, drip)",S025125,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=264913
498,Almonds and Other Nuts,No,230,Sprinkler,S025095,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359956
499,Other,Yes,One Acre Mixed Crop Types,"Low-volume (example: micro-sprinkler, drip)",S025013,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362243
500,Grapes,No,23,"Low-volume (example: micro-sprinkler, drip)",S023198,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=361983
501,Vegetables,Yes,0.01,"Low-volume (example: micro-sprinkler, drip)",S025040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366731
502,Other,Yes,"flowers, cannabis","Low-volume (example: micro-sprinkler, drip)",S025040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366731
503,Almonds and Other Nuts,No,4979,,S025067,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364385
504,"Legumes (peas, beans, peanuts)",No,91,,S025067,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364385
505,Rice,No,142,,S025067,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364385
506,Tree Fruit (other),No,602,,S025067,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364385
507,Landscape,Yes,0.30,,S025115,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357635
508,Tree Fruit (citrus),Yes,0.10,,S025115,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357635
509,Pasture,No,50,,S025097,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=318869
510,Pasture,No,29,,S025122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359831
511,Pasture,No,29,Surface (example: flood),S025122,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=323013
512,Almonds and Other Nuts,No,4.50,Surface (example: flood),S024913,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364456
513,Grapes,No,140,Surface (example: flood),S024936,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382606
514,Grapes,No,140,Surface (example: flood),S024936,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=368904
515,Other,Yes,32,"Low-volume (example: micro-sprinkler, drip)",S024858,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357604
516,Grapes,No,160,"Low-volume (example: micro-sprinkler, drip)",S024855,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381033
517,Grapes,No,160,"Low-volume (example: micro-sprinkler, drip)",S024855,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359887
518,Grapes,No,168,"Low-volume (example: micro-sprinkler, drip)",S024855,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=321005
519,Grapes,No,168,"Low-volume (example: micro-sprinkler, drip)",S024854,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381031
520,Grapes,No,168,"Low-volume (example: micro-sprinkler, drip)",S024854,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364384
521,Grapes,No,68,"Low-volume (example: micro-sprinkler, drip)",S024857,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381035
522,Grapes,No,68,"Low-volume (example: micro-sprinkler, drip)",S024857,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381029
523,Grapes,No,68,"Low-volume (example: micro-sprinkler, drip)",S024857,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371097
524,Grapes,No,68,"Low-volume (example: micro-sprinkler, drip)",S024857,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=308262
525,Grapes,No,68,"Low-volume (example: micro-sprinkler, drip)",S024856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381030
526,Grapes,No,68,"Low-volume (example: micro-sprinkler, drip)",S024856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371222
527,Grapes,No,68,"Low-volume (example: micro-sprinkler, drip)",S024856,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=318792
528,Golf Course,No,55,Sprinkler,S024825,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359338
529,Almonds and Other Nuts,No,175,"Low-volume (example: micro-sprinkler, drip)",S024823,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366426
530,Almonds and Other Nuts,No,175,"Low-volume (example: micro-sprinkler, drip)",S024823,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=322989
531,Cannabis,No,0.203168,Sub-surface,S024852,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381611
532,Cannabis,No,0.04765840,Sub-surface,S024852,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364364
533,Cannabis,Yes,0.11478420,"Low-volume (example: micro-sprinkler, drip)",S024849,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362104
534,Pasture,No,98,Surface (example: flood),S024766,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364415
535,Pasture,No,142,Surface (example: flood),S024767,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=359882
536,Corn,Yes,80,Surface (example: flood),S024759,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=361215
537,"Grains (wheat, oat)",Yes,80,Surface (example: flood),S024759,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=361215
538,Pasture,Yes,10,Sprinkler,S024743,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364316
539,Other,Yes,gardens,,S024743,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364316
540,Vegetables,No,9,"Low-volume (example: micro-sprinkler, drip)",S024744,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362149
541,Cannabis,No,0.23,"Low-volume (example: micro-sprinkler, drip)",S024816,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366701
542,Cannabis,No,0.23,"Low-volume (example: micro-sprinkler, drip)",S024815,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364388
543,Alfalfa,Yes,1,Sprinkler,S024721,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380832
544,Pasture,No,4,Sprinkler,S024721,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380832
545,Sod (lawn grass),No,0.50,Sprinkler,S024721,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380832
546,Pasture,No,4,Sprinkler,S024721,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362181
547,Sod (lawn grass),No,0.50,Sprinkler,S024721,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=362181
548,Tree Fruit (other),Yes,0.25,"Low-volume (example: micro-sprinkler, drip)",S024707,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=365752
549,Vegetables,Yes,0.50,"Low-volume (example: micro-sprinkler, drip)",S024707,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=365752
550,Sod (lawn grass),No,0.10,,S024716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382154
551,Sod (lawn grass),No,0.10,,S024716,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=354282
552,Grapes,No,42,"Low-volume (example: micro-sprinkler, drip)",A032139,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340173
553,Landscape,Yes,160,"Low-volume (example: micro-sprinkler, drip)",S024683,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=368827
554,Landscape,No,160,"Low-volume (example: micro-sprinkler, drip)",S024683,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=316642
555,Landscape,No,160,"Low-volume (example: micro-sprinkler, drip)",S024683,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=264475
556,Landscape,No,160,"Low-volume (example: micro-sprinkler, drip)",S024683,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=277036
557,Landscape,No,160,"Low-volume (example: micro-sprinkler, drip)",S024683,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=286774
558,Grapes,Yes,3,"Low-volume (example: micro-sprinkler, drip)",S024685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364400
559,Grapes,Yes,3,,S024685,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=380176
560,"Legumes (peas, beans, peanuts)",No,0,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382532
561,Pasture,Yes,15,Sprinkler,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382532
562,Tomatoes,No,0,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382532
563,Tree Fruit (citrus),No,0,,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382532
564,Vegetables,Yes,1,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382532
565,"Legumes (peas, beans, peanuts)",No,0,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382530
566,Pasture,Yes,15,Sprinkler,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382530
567,Tomatoes,No,0,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382530
568,Tree Fruit (citrus),No,0,,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382530
569,Vegetables,Yes,1,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382530
570,"Legumes (peas, beans, peanuts)",No,0,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370414
571,Pasture,Yes,15,Sprinkler,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370414
572,Tomatoes,No,0,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370414
573,Tree Fruit (citrus),No,0,,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370414
574,Vegetables,Yes,1,Surface (example: flood),S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370414
575,Pasture,Yes,16,,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=309438
576,Vegetables,Yes,1,,S015599,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=309438
577,Corn,Yes,226.50,Surface (example: flood),S024638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355267
578,Safflower,Yes,290.50,Surface (example: flood),S024638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355267
579,Tomatoes,Yes,61.50,Surface (example: flood),S024638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355267
580,Other,Yes,84.86 acres,Surface (example: flood),S024638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=355267
581,Tree Fruit (other),Yes,14.92,Surface (example: flood),S024664,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371180
582,Vegetables,No,0.50,,S024661,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=367954
583,Corn,No,5,,S024460,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357556
584,Tomatoes,No,90,"Low-volume (example: micro-sprinkler, drip)",S024596,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=361184
585,Grapes,No,51,"Low-volume (example: micro-sprinkler, drip)",S024512,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366656
586,Grapes,No,2.83,"Low-volume (example: micro-sprinkler, drip)",S024511,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357549
587,Grapes,No,2.83,,S024511,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=318866
588,Grapes,No,16.90,"Low-volume (example: micro-sprinkler, drip)",S024509,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364339
589,Pasture,No,3,Sprinkler,S024621,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370209
590,Rice,No,125,,S024610,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364419
591,Rice,No,125,,S024616,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=356560
592,Tomatoes,No,62,Surface (example: flood),S024488,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370192
593,Vegetables,No,62,Surface (example: flood),S024488,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370192
594,Grapes,No,559,"Low-volume (example: micro-sprinkler, drip)",S024489,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=358854
595,Almonds and Other Nuts,No,80,Sprinkler,S024484,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370191
596,Grapes,No,15.02,"Low-volume (example: micro-sprinkler, drip)",S024481,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=367933
597,Almonds and Other Nuts,No,110,Sprinkler,S024483,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370190
598,Sunflower,No,79,Surface (example: flood),S024483,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370190
599,Tomatoes,No,73,Surface (example: flood),S024483,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370190
600,Vegetables,No,10,Surface (example: flood),S024483,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370190
601,Pasture,No,160,Surface (example: flood),S024486,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=366708
602,Grapes,No,5.55,,S024495,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=358881
603,Rice,No,141,Surface (example: flood),S024534,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=364428
604,Rice,No,141,Surface (example: flood),S024534,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=320907
605,Almonds and Other Nuts,No,10,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371117
606,"Grains (wheat, oat)",No,110,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371117
607,Sunflower,No,46,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371117
608,Tomatoes,No,106,"Low-volume (example: micro-sprinkler, drip)",S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371117
609,Tree Fruit (other),No,177,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371117
610,Vegetables,No,34,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=371117
611,Alfalfa,No,110,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314576
612,Almonds and Other Nuts,No,10,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314576
613,"Grains (wheat, oat)",No,52,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314576
614,Tomatoes,No,89,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314576
615,Tree Fruit (other),No,177,Surface (example: flood),S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314576
616,Vegetables,No,53,"Low-volume (example: micro-sprinkler, drip)",S024493,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=314576
617,"Grains (wheat, oat)",No,50,Surface (example: flood),S024503,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=357617
618,Pasture,Yes,10,,S024479,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370170
619,"Tree Nursery (Christmas trees, etc.)",Yes,20,,S024479,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=370170
620,Pasture,Yes,10,,S024479,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381011
621,"Tree Nursery (Christmas trees, etc.)",Yes,20,,S024479,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381011
